request,id,n,search_20_none,search_10_none,search_20_rerank,search_10_rerank,search_20_other,search_10_other,search_20_trained,search_10_trained
чувство ритма у новорожденных,[4969],1,"[4969, 6576, 7212, 5593, 1905, 260, 7639, 3991, 619, 7716, 7401, 7999, 3140, 5921, 4293, 6146, 3017, 3507, 3612, 3584]","[4969, 6576, 7212, 5593, 1905, 260, 7639, 3991, 619, 7716]","[4969, 6576, 3991, 7639, 7716, 4609, 6146, 7212, 726, 260, 2766, 8045, 2878, 4120, 8086, 3140, 2606, 376, 1905, 6950]","[4969, 6576, 3991, 7639, 7716, 4609, 6146, 7212, 726, 260]","[1905, 6146, 260, 7639, 4969, 6576, 8164, 3991, 7716, 6950, 3791, 7212, 3891, 5593, 726, 5464, 5733, 4763, 8045, 619]","[1905, 6146, 260, 7639, 4969, 6576, 8164, 3991, 7716, 6950]","[6146, 7716, 4969, 7639, 1905, 4726, 3996, 6576, 8134, 5921, 376, 2888, 3791, 3991, 5728, 4813, 5361, 2828, 3891, 697]","[6146, 7716, 4969, 7639, 1905, 4726, 3996, 6576, 8134, 5921]"
роль паучьих сеней в экологии,[4517],1,"[671, 3679, 3555, 3534, 1505, 880, 7672, 6732, 1031, 6354, 4517, 7123, 7018, 7226, 7626, 1369, 850, 1500, 7189, 5076]","[671, 3679, 3555, 3534, 1505, 880, 7672, 6732, 1031, 6354]","[5983, 3555, 7018, 1031, 7672, 7189, 5027, 2886, 6865, 4467, 4613, 4878, 3534, 5303, 880, 6491, 6872, 290, 7626, 7151]","[5983, 3555, 7018, 1031, 7672, 7189, 5027, 2886, 6865, 4467]","[6391, 7151, 7603, 4613, 2886, 2644, 5639, 6865, 7326, 1586, 1031, 1500, 4078, 6393, 7226, 880, 1505, 4022, 6097, 6309]","[6391, 7151, 7603, 4613, 2886, 2644, 5639, 6865, 7326, 1586]","[4462, 1369, 2644, 1031, 6126, 6826, 7626, 7076, 2743, 5210, 3827, 7211, 6309, 5639, 2628, 5350, 6735, 290, 7481, 880]","[4462, 1369, 2644, 1031, 6126, 6826, 7626, 7076, 2743, 5210]"
метастазы при раке кишечника,[4785],1,"[3792, 5888, 4936, 2824, 5185, 4785, 4188, 1188, 502, 6088, 5459, 1090, 702, 5467, 7545, 2352, 1977, 5609, 4567, 4426]","[3792, 5888, 4936, 2824, 5185, 4785, 4188, 1188, 502, 6088]","[502, 4785, 1090, 458, 4188, 2824, 7411, 6452, 5024, 5888, 4936, 5467, 5762, 5185, 445, 6311, 6304, 7648, 3831, 5609]","[502, 4785, 1090, 458, 4188, 2824, 7411, 6452, 5024, 5888]","[502, 450, 2824, 5888, 4785, 5467, 4188, 3175, 2133, 4936, 6731, 7574, 1090, 1930, 3009, 5031, 7201, 7280, 4245, 1259]","[502, 450, 2824, 5888, 4785, 5467, 4188, 3175, 2133, 4936]","[502, 450, 6697, 5527, 6853, 8013, 4579, 3560, 3175, 4158, 4936, 6731, 6964, 3507, 7201, 5698, 7925, 5683, 749, 458]","[502, 450, 6697, 5527, 6853, 8013, 4579, 3560, 3175, 4158]"
научные проекты в «Росатоме»,[4075],1,"[4484, 2227, 4075, 3973, 5692, 2440, 639, 7486, 4024, 3695, 8056, 251, 2150, 3932, 598, 185, 2144, 7432, 6210, 4041]","[4484, 2227, 4075, 3973, 5692, 2440, 639, 7486, 4024, 3695]","[4484, 4075, 5692, 2227, 3973, 4024, 2440, 598, 3932, 3128, 2944, 2434, 2729, 3071, 639, 3175, 4041, 251, 3009, 8021]","[4484, 4075, 5692, 2227, 3973, 4024, 2440, 598, 3932, 3128]","[4484, 4075, 2440, 4024, 5692, 2227, 598, 3973, 3932, 3128, 2729, 639, 2434, 3695, 3071, 3175, 3052, 509, 2162, 3651]","[4484, 4075, 2440, 4024, 5692, 2227, 598, 3973, 3932, 3128]","[3175, 4024, 4075, 5692, 4484, 3932, 2150, 2729, 3542, 2144, 2440, 2434, 2227, 7432, 2162, 2944, 3009, 3128, 639, 3973]","[3175, 4024, 4075, 5692, 4484, 3932, 2150, 2729, 3542, 2144]"
влияние чая матча на здоровье,[147],1,"[1129, 7407, 763, 6644, 5490, 8026, 2080, 6017, 4380, 1568, 147, 5737, 3526, 7047, 2088, 6664, 3748, 3229, 3690, 2290]","[1129, 7407, 763, 6644, 5490, 8026, 2080, 6017, 4380, 1568]","[3105, 763, 3222, 5836, 6774, 147, 7407, 3309, 6644, 3229, 4144, 4600, 4212, 6371, 465, 3370, 6522, 6554, 8026, 3748]","[3105, 763, 3222, 5836, 6774, 147, 7407, 3309, 6644, 3229]","[6371, 147, 6774, 990, 7407, 1129, 8239, 3526, 6664, 5836, 5470, 763, 423, 6522, 4212, 3222, 5490, 8026, 4144, 2080]","[6371, 147, 6774, 990, 7407, 1129, 8239, 3526, 6664, 5836]","[2080, 7407, 8026, 5325, 1129, 147, 3232, 2138, 465, 6664, 4012, 2751, 8239, 1156, 2088, 6103, 3686, 2278, 6774, 339]","[2080, 7407, 8026, 5325, 1129, 147, 3232, 2138, 465, 6664]"
новости из NASA про Марс,[3904],1,"[7738, 5555, 492, 2447, 3587, 1621, 2648, 7269, 7381, 1745, 5169, 2973, 4758, 1362, 7637, 3904, 1829, 3122, 5904, 248]","[7738, 5555, 492, 2447, 3587, 1621, 2648, 7269, 7381, 1745]","[1621, 5169, 1174, 1573, 2537, 1745, 6192, 5555, 7738, 7, 2873, 5225, 2768, 7269, 4758, 923, 1373, 2378, 1708, 4617]","[1621, 5169, 1174, 1573, 2537, 1745, 6192, 5555, 7738, 7]","[6192, 5555, 8208, 7269, 1621, 1708, 1829, 5225, 1585, 1745, 1752, 2537, 7738, 4862, 2339, 1362, 3283, 4672, 1373, 7]","[6192, 5555, 8208, 7269, 1621, 1708, 1829, 5225, 1585, 1745]","[2873, 7738, 2537, 7536, 5169, 2973, 4926, 178, 429, 4547, 1573, 2447, 434, 1745, 7560, 1331, 3122, 923, 430, 1610]","[2873, 7738, 2537, 7536, 5169, 2973, 4926, 178, 429, 4547]"
конгресс США и Пентагон,[374],1,"[1311, 7988, 758, 5243, 374, 7610, 4949, 2313, 7818, 4228, 695, 8035, 4524, 2176, 4666, 7924, 4672, 1373, 1002, 1547]","[1311, 7988, 758, 5243, 374, 7610, 4949, 2313, 7818, 4228]","[758, 7610, 2313, 2321, 280, 1311, 3361, 374, 5140, 7924, 4463, 2176, 820, 3964, 3234, 1002, 5999, 7988, 1373, 6845]","[758, 7610, 2313, 2321, 280, 1311, 3361, 374, 5140, 7924]","[758, 2321, 447, 7003, 7403, 4463, 3464, 695, 6992, 3720, 820, 8144, 7392, 6709, 3361, 374, 2176, 1002, 3777, 1373]","[758, 2321, 447, 7003, 7403, 4463, 3464, 695, 6992, 3720]","[758, 7818, 5140, 1547, 2176, 7403, 1002, 8144, 3080, 7610, 1311, 5999, 2321, 7278, 6610, 1216, 7878, 6845, 2313, 4463]","[758, 7818, 5140, 1547, 2176, 7403, 1002, 8144, 3080, 7610]"
адсорбент,"[2244, 5725, 6149, 7290]",4,"[5725, 4581, 6097, 6493, 495, 5928, 850, 6235, 6149, 7517, 4632, 3675, 3240, 2244, 8125, 5746, 8149, 4637, 4713, 6649]","[5725, 4581, 6097, 6493, 495, 5928, 850, 6235, 6149, 7517]","[5725, 2244, 5928, 4581, 6149, 4632, 166, 2475, 6097, 3240, 6235, 1426, 4637, 495, 3108, 6635, 2488, 7278, 5265, 1511]","[5725, 2244, 5928, 4581, 6149, 4632, 166, 2475, 6097, 3240]","[6070, 495, 3240, 166, 7727, 6149, 6235, 1511, 5928, 7278, 520, 2244, 5725, 4581, 7863, 405, 8149, 2475, 8125, 6097]","[6070, 495, 3240, 166, 7727, 6149, 6235, 1511, 5928, 7278]","[5725, 4632, 4581, 6149, 5928, 2244, 3675, 166, 2475, 3240, 6235, 5265, 1076, 6097, 4637, 520, 1426, 3108, 2986, 4914]","[5725, 4632, 4581, 6149, 5928, 2244, 3675, 166, 2475, 3240]"
статьи про зарисовки Кеплера,[3233],1,"[1189, 6134, 6812, 543, 8051, 1460, 2659, 4058, 7528, 3016, 4674, 1332, 3386, 17, 2388, 3233, 7455, 4982, 5094, 7530]","[1189, 6134, 6812, 543, 8051, 1460, 2659, 4058, 7528, 3016]","[3233, 1189, 1632, 6244, 7935, 1397, 5094, 17, 4455, 821, 693, 2974, 4058, 6418, 543, 5834, 1207, 6019, 486, 6248]","[3233, 1189, 1632, 6244, 7935, 1397, 5094, 17, 4455, 821]","[693, 3233, 1750, 2744, 4455, 821, 1171, 7045, 858, 1632, 5036, 7935, 6462, 4058, 1332, 5885, 2974, 7455, 5647, 6244]","[693, 3233, 1750, 2744, 4455, 821, 1171, 7045, 858, 1632]","[3233, 1189, 7543, 4158, 3867, 2285, 2171, 1460, 6134, 7007, 1822, 4798, 5036, 4982, 6735, 8051, 7333, 7262, 5834, 2447]","[3233, 1189, 7543, 4158, 3867, 2285, 2171, 1460, 6134, 7007]"
вращение Земли,"[670, 1488, 4097, 7026]",4,"[3561, 7026, 6098, 525, 1887, 7733, 7913, 6536, 3499, 1145, 6681, 7187, 5594, 3926, 2089, 7306, 5281, 3862, 4482, 7465]","[3561, 7026, 6098, 525, 1887, 7733, 7913, 6536, 3499, 1145]","[3561, 178, 7306, 5198, 7733, 7343, 4331, 282, 2177, 5281, 7026, 7913, 1333, 5594, 8208, 434, 4482, 1590, 1145, 941]","[3561, 178, 7306, 5198, 7733, 7343, 4331, 282, 2177, 5281]","[3687, 434, 8066, 1692, 8232, 525, 1145, 282, 3616, 3561, 1455, 3847, 6098, 6584, 6536, 7733, 8208, 7913, 5532, 7026]","[3687, 434, 8066, 1692, 8232, 525, 1145, 282, 3616, 3561]","[7026, 3561, 5198, 7798, 6681, 7733, 7306, 6716, 1887, 5335, 2048, 8208, 7913, 5654, 6098, 6949, 282, 3616, 670, 8066]","[7026, 3561, 5198, 7798, 6681, 7733, 7306, 6716, 1887, 5335]"
надежные облачные хранилища данных,[7831],1,"[987, 988, 4195, 7439, 5010, 2336, 3933, 62, 3375, 5828, 3771, 6708, 7486, 5829, 7048, 878, 1343, 3063, 1527, 2917]","[987, 988, 4195, 7439, 5010, 2336, 3933, 62, 3375, 5828]","[5010, 3933, 674, 988, 5829, 3771, 4195, 3457, 7370, 6232, 5197, 1498, 2172, 4525, 3485, 571, 3436, 7969, 730, 94]","[5010, 3933, 674, 988, 5829, 3771, 4195, 3457, 7370, 6232]","[674, 7370, 988, 2984, 6607, 3896, 3022, 6054, 730, 3700, 3771, 94, 189, 3436, 6232, 1527, 7397, 7969, 5829, 4195]","[674, 7370, 988, 2984, 6607, 3896, 3022, 6054, 730, 3700]","[7177, 987, 7654, 4359, 7459, 5059, 3258, 1812, 6134, 7486, 4195, 5695, 3375, 2812, 2172, 674, 1527, 5507, 5829, 974]","[7177, 987, 7654, 4359, 7459, 5059, 3258, 1812, 6134, 7486]"
исследования в университете Южной Финляндии,[4878],1,"[5330, 5049, 2276, 8174, 4892, 7200, 1201, 3200, 7792, 5818, 2553, 4859, 2283, 1933, 1207, 5384, 6671, 6941, 7452, 1294]","[5330, 5049, 2276, 8174, 4892, 7200, 1201, 3200, 7792, 5818]","[4878, 6822, 5443, 328, 8227, 7081, 5368, 5049, 2671, 5818, 8174, 4859, 2283, 6393, 1207, 7452, 6671, 6753, 3200, 5330]","[4878, 6822, 5443, 328, 8227, 7081, 5368, 5049, 2671, 5818]","[4878, 5049, 7792, 328, 4859, 4892, 5818, 7816, 2276, 5443, 3200, 7081, 1207, 5330, 2671, 8227, 3688, 6753, 6671, 7265]","[4878, 5049, 7792, 328, 4859, 4892, 5818, 7816, 2276, 5443]","[4172, 4980, 7081, 658, 847, 8227, 2283, 2553, 5029, 6422, 5818, 3200, 7452, 5049, 6393, 4611, 2564, 5330, 1868, 6843]","[4172, 4980, 7081, 658, 847, 8227, 2283, 2553, 5029, 6422]"
статьи про топологические дефекты,[2087],1,"[2087, 2001, 874, 6436, 7657, 5921, 5353, 416, 4674, 4798, 7004, 3313, 1207, 5423, 6134, 6753, 3032, 543, 5559, 6180]","[2087, 2001, 874, 6436, 7657, 5921, 5353, 416, 4674, 4798]","[2087, 3966, 6180, 6334, 5921, 4158, 1462, 6436, 5353, 543, 6473, 7004, 5809, 6317, 416, 874, 1850, 5619, 1505, 2840]","[2087, 3966, 6180, 6334, 5921, 4158, 1462, 6436, 5353, 543]","[2087, 1850, 7004, 416, 874, 5219, 7863, 2001, 1836, 6317, 3966, 3467, 2046, 7921, 1505, 7355, 4849, 7600, 4821, 4545]","[2087, 1850, 7004, 416, 874, 5219, 7863, 2001, 1836, 6317]","[2087, 5921, 6134, 2220, 8264, 4158, 7177, 4798, 7863, 8051, 549, 4982, 183, 7927, 4296, 1666, 4674, 6920, 3966, 4743]","[2087, 5921, 6134, 2220, 8264, 4158, 7177, 4798, 7863, 8051]"
статьи про замороженные тела,[4474],1,"[4474, 6961, 6134, 3296, 1833, 3327, 6278, 7056, 3839, 4703, 7172, 5423, 7875, 5304, 543, 3235, 7922, 7656, 7177, 4837]","[4474, 6961, 6134, 3296, 1833, 3327, 6278, 7056, 3839, 4703]","[4474, 1833, 3327, 4955, 3532, 7841, 6205, 6701, 543, 3596, 7611, 7875, 7656, 3839, 7922, 3155, 3296, 3500, 7843, 4522]","[4474, 1833, 3327, 4955, 3532, 7841, 6205, 6701, 543, 3596]","[4474, 4955, 6701, 7061, 2595, 3596, 3918, 5423, 3235, 6278, 7177, 3218, 5074, 5559, 5656, 7056, 7051, 3296, 5510, 5185]","[4474, 4955, 6701, 7061, 2595, 3596, 3918, 5423, 3235, 6278]","[4474, 6701, 7990, 4676, 402, 7922, 6134, 7693, 7172, 6347, 4308, 7841, 5559, 3296, 8051, 4100, 1724, 6272, 6278, 5304]","[4474, 6701, 7990, 4676, 402, 7922, 6134, 7693, 7172, 6347]"
субъективное благополучие в психологии,[3931],1,"[4351, 3638, 7488, 1416, 6268, 2002, 1127, 6561, 2230, 2463, 3838, 2835, 4250, 3215, 3997, 3042, 3946, 5563, 6368, 1688]","[4351, 3638, 7488, 1416, 6268, 2002, 1127, 6561, 2230, 2463]","[4351, 3638, 1416, 5563, 6268, 1127, 3215, 3810, 2230, 6368, 4250, 2500, 7488, 3554, 1938, 4641, 3794, 6561, 2458, 4998]","[4351, 3638, 1416, 5563, 6268, 1127, 3215, 3810, 2230, 6368]","[4351, 3638, 3042, 5745, 7488, 3794, 3838, 3512, 6561, 6658, 5563, 1416, 4259, 1127, 3946, 5204, 2916, 3810, 2962, 7210]","[4351, 3638, 3042, 5745, 7488, 3794, 3838, 3512, 6561, 6658]","[4351, 3638, 1127, 3810, 6561, 6658, 3150, 3215, 1416, 5563, 2230, 6368, 7488, 3264, 1358, 1463, 5745, 2500, 3042, 6268]","[4351, 3638, 1127, 3810, 6561, 6658, 3150, 3215, 1416, 5563]"
статьи про феномен «лица» у неодушевлённых предметов,[3245],1,"[3245, 610, 6134, 5478, 2830, 543, 3321, 7442, 1759, 2787, 254, 7455, 6606, 3156, 1828, 1724, 6352, 4669, 4514, 2388]","[3245, 610, 6134, 5478, 2830, 543, 3321, 7442, 1759, 2787]","[3245, 5478, 5369, 610, 6241, 234, 254, 6212, 7449, 3156, 6606, 6709, 3711, 1759, 3288, 3541, 4514, 7455, 2913, 6221]","[3245, 5478, 5369, 610, 6241, 234, 254, 6212, 7449, 3156]","[3245, 5478, 6347, 3541, 3711, 3321, 3156, 234, 2787, 7298, 88, 6709, 7926, 2332, 5353, 1673, 5369, 610, 7073, 2774]","[3245, 5478, 6347, 3541, 3711, 3321, 3156, 234, 2787, 7298]","[5478, 3245, 7442, 5369, 5355, 1673, 88, 1828, 7172, 6709, 3288, 5559, 8163, 1319, 821, 1759, 4937, 254, 4669, 7262]","[5478, 3245, 7442, 5369, 5355, 1673, 88, 1828, 7172, 6709]"
наночастицы в космических выбросах,[6773],1,"[5072, 5715, 1937, 2650, 7296, 2340, 2603, 2442, 6531, 6461, 3653, 6069, 911, 2115, 4299, 346, 1073, 175, 7784, 5256]","[5072, 5715, 1937, 2650, 7296, 2340, 2603, 2442, 6531, 6461]","[6773, 6600, 2340, 4225, 6556, 2755, 4989, 2488, 7784, 6461, 8072, 346, 5785, 5072, 2152, 5191, 1937, 4811, 5233, 1008]","[6773, 6600, 2340, 4225, 6556, 2755, 4989, 2488, 7784, 6461]","[182, 8072, 2340, 1073, 4989, 1240, 6773, 5072, 6069, 2371, 6461, 2540, 1008, 7134, 5715, 2603, 5394, 5191, 1593, 4334]","[182, 8072, 2340, 1073, 4989, 1240, 6773, 5072, 6069, 2371]","[6773, 911, 5072, 3845, 2488, 4824, 5233, 2603, 5191, 175, 6600, 7795, 1457, 5772, 6556, 1937, 6393, 4225, 3653, 6428]","[6773, 911, 5072, 3845, 2488, 4824, 5233, 2603, 5191, 175]"
курение и здоровье,[4723],1,"[2088, 2254, 1659, 4473, 3229, 4380, 4152, 4826, 3111, 3246, 7956, 2362, 788, 5499, 5558, 3402, 6854, 6051, 1129, 8182]","[2088, 2254, 1659, 4473, 3229, 4380, 4152, 4826, 3111, 3246]","[2088, 1659, 2254, 5558, 4826, 3229, 7678, 5779, 4152, 3111, 830, 2433, 4739, 3822, 4380, 4272, 87, 4958, 4012, 5161]","[2088, 1659, 2254, 5558, 4826, 3229, 7678, 5779, 4152, 3111]","[1659, 2088, 5558, 3111, 2254, 3996, 3229, 7558, 3284, 4826, 1208, 4380, 4152, 5499, 4329, 2433, 1820, 704, 5326, 3877]","[1659, 2088, 5558, 3111, 2254, 3996, 3229, 7558, 3284, 4826]","[1659, 4958, 4694, 7678, 4152, 1108, 4380, 2088, 3246, 7152, 2362, 3284, 4826, 1325, 5527, 4668, 87, 4329, 3229, 2254]","[1659, 4958, 4694, 7678, 4152, 1108, 4380, 2088, 3246, 7152]"
экзопланеты и глобальное потепление,[4606],1,"[4357, 4807, 5070, 1157, 1797, 3729, 7773, 6296, 7241, 3614, 6652, 1961, 562, 2880, 1877, 1927, 1412, 6591, 5925, 6584]","[4357, 4807, 5070, 1157, 1797, 3729, 7773, 6296, 7241, 3614]","[7429, 1029, 4667, 2880, 4760, 2086, 4807, 1720, 3971, 562, 6584, 1278, 6693, 1157, 5925, 3949, 965, 5494, 3729, 4854]","[7429, 1029, 4667, 2880, 4760, 2086, 4807, 1720, 3971, 562]","[6584, 562, 4807, 1720, 1071, 4667, 1797, 2086, 1029, 5494, 4291, 4150, 3345, 3729, 2880, 1285, 2116, 809, 4760, 30]","[6584, 562, 4807, 1720, 1071, 4667, 1797, 2086, 1029, 5494]","[4760, 2880, 4854, 7294, 3971, 1029, 7429, 5925, 1720, 6296, 809, 1877, 343, 1948, 2086, 3097, 542, 6716, 4807, 5098]","[4760, 2880, 4854, 7294, 3971, 1029, 7429, 5925, 1720, 6296]"
статьи о недавних открытиях на Марсе,[15],1,"[2447, 3587, 3283, 7269, 2471, 7637, 4758, 2768, 7321, 1980, 3122, 42, 1478, 2973, 492, 1621, 2113, 5169, 577, 7738]","[2447, 3587, 3283, 7269, 2471, 7637, 4758, 2768, 7321, 1980]","[3283, 2873, 1760, 2768, 4758, 2471, 1331, 2973, 2537, 5516, 2113, 4617, 4643, 3544, 42, 2204, 1980, 2058, 5225, 7536]","[3283, 2873, 1760, 2768, 4758, 2471, 1331, 2973, 2537, 5516]","[2873, 1331, 5225, 1760, 42, 2058, 2113, 3283, 2471, 2768, 493, 4643, 4758, 7269, 7471, 7177, 5169, 4926, 4617, 7]","[2873, 1331, 5225, 1760, 42, 2058, 2113, 3283, 2471, 2768]","[2873, 5036, 6134, 4703, 4564, 4547, 1460, 2204, 7241, 7298, 3925, 1976, 6591, 5225, 2568, 2537, 2973, 2447, 492, 4758]","[2873, 5036, 6134, 4703, 4564, 4547, 1460, 2204, 7241, 7298]"
исследования чувствительности к боли,[7999],1,"[5274, 4503, 7999, 6032, 485, 4569, 3180, 5466, 5933, 8079, 3139, 5171, 1880, 3612, 6199, 5937, 11, 4247, 268, 4609]","[5274, 4503, 7999, 6032, 485, 4569, 3180, 5466, 5933, 8079]","[5274, 6199, 485, 3832, 1925, 5171, 7999, 3180, 4503, 1880, 3161, 3183, 4279, 330, 6032, 3007, 4569, 606, 2104, 146]","[5274, 6199, 485, 3832, 1925, 5171, 7999, 3180, 4503, 1880]","[7999, 5274, 485, 3161, 293, 146, 6199, 3007, 4503, 1848, 5171, 606, 421, 5937, 3183, 4087, 3180, 5037, 7037, 2104]","[7999, 5274, 485, 3161, 293, 146, 6199, 3007, 4503, 1848]","[1925, 6199, 5274, 5171, 485, 405, 7323, 3139, 1290, 3832, 414, 2981, 4503, 5937, 3007, 591, 3183, 11, 3282, 1996]","[1925, 6199, 5274, 5171, 485, 405, 7323, 3139, 1290, 3832]"
экологичные методы утилизации отходов,[5054],1,"[7123, 7189, 2993, 5063, 6498, 6218, 6401, 3149, 6999, 4817, 5054, 211, 2090, 126, 7976, 475, 2032, 3418, 999, 850]","[7123, 7189, 2993, 5063, 6498, 6218, 6401, 3149, 6999, 4817]","[3642, 5782, 2090, 475, 2259, 1283, 5054, 6401, 8109, 2, 2993, 3149, 6498, 211, 1041, 2032, 425, 6843, 104, 6999]","[3642, 5782, 2090, 475, 2259, 1283, 5054, 6401, 8109, 2]","[475, 6999, 4519, 2993, 425, 8109, 4786, 2259, 3642, 999, 104, 6498, 1041, 1913, 6405, 4078, 520, 2032, 5782, 5054]","[475, 6999, 4519, 2993, 425, 8109, 4786, 2259, 3642, 999]","[8109, 1283, 2, 3418, 2090, 6498, 6966, 520, 1041, 2993, 5782, 3642, 211, 2032, 4078, 425, 6843, 5101, 3149, 475]","[8109, 1283, 2, 3418, 2090, 6498, 6966, 520, 1041, 2993]"
опоссум,"[659, 6341, 6874]",3,"[6341, 2611, 3250, 4622, 2069, 1811, 6248, 1088, 242, 7171, 2970, 5064, 8208, 1015, 5597, 6570, 5592, 2690, 2760, 2883]","[6341, 2611, 3250, 4622, 2069, 1811, 6248, 1088, 242, 7171]","[6341, 1866, 1811, 6570, 7863, 8125, 1171, 4622, 3145, 4824, 3799, 4042, 3250, 1497, 2503, 8247, 7549, 6149, 2760, 242]","[6341, 1866, 1811, 6570, 7863, 8125, 1171, 4622, 3145, 4824]","[4042, 6149, 1171, 8247, 2516, 3234, 1866, 1811, 4918, 6570, 2503, 7863, 5353, 457, 8125, 7509, 5484, 6681, 6341, 4735]","[4042, 6149, 1171, 8247, 2516, 3234, 1866, 1811, 4918, 6570]","[6341, 4824, 8098, 1811, 7863, 5592, 1085, 8125, 6352, 5597, 6290, 2655, 8247, 6149, 7278, 1842, 2503, 4622, 4918, 2970]","[6341, 4824, 8098, 1811, 7863, 5592, 1085, 8125, 6352, 5597]"
статьи про компьютерные модели в медицине,[6692],1,"[7351, 533, 3014, 7589, 1714, 2215, 805, 4414, 1360, 989, 998, 6134, 4794, 6892, 2143, 1254, 5767, 543, 6446, 2845]","[7351, 533, 3014, 7589, 1714, 2215, 805, 4414, 1360, 989]","[3650, 1713, 5767, 998, 8033, 5163, 404, 1254, 1339, 7351, 805, 677, 2557, 2215, 2231, 1742, 2509, 5985, 6927, 453]","[3650, 1713, 5767, 998, 8033, 5163, 404, 1254, 1339, 7351]","[2215, 5028, 1254, 805, 5144, 1713, 5159, 1139, 1742, 6446, 2845, 5767, 793, 7936, 2557, 998, 1825, 4794, 7150, 2362]","[2215, 5028, 1254, 805, 5144, 1713, 5159, 1139, 1742, 6446]","[977, 99, 8033, 8067, 541, 5767, 5311, 805, 1713, 1742, 404, 5985, 1368, 2215, 998, 5456, 4158, 6283, 1254, 5921]","[977, 99, 8033, 8067, 541, 5767, 5311, 805, 1713, 1742]"
островные государства и ядерная зима,[6921],1,"[6921, 3011, 6182, 2772, 530, 602, 7937, 7189, 6920, 6699, 120, 3981, 1104, 941, 3866, 6342, 1828, 2410, 3858, 4607]","[6921, 3011, 6182, 2772, 530, 602, 7937, 7189, 6920, 6699]","[6921, 6342, 4607, 4421, 6845, 3866, 3595, 7075, 882, 4097, 2772, 3081, 3981, 6079, 7937, 5067, 1002, 6182, 3626, 3971]","[6921, 6342, 4607, 4421, 6845, 3866, 3595, 7075, 882, 4097]","[6921, 3595, 6342, 3858, 3981, 3196, 4607, 7627, 6591, 2797, 3971, 3200, 4421, 3081, 882, 7773, 4331, 3866, 3011, 2772]","[6921, 3595, 6342, 3858, 3981, 3196, 4607, 7627, 6591, 2797]","[6921, 1211, 1265, 4421, 6949, 6079, 3685, 6437, 7162, 1921, 6845, 2797, 997, 5559, 3081, 3981, 6134, 6735, 3971, 2682]","[6921, 1211, 1265, 4421, 6949, 6079, 3685, 6437, 7162, 1921]"
типы влюбленности,[1695],1,"[1695, 2250, 5447, 2542, 2718, 7625, 2101, 6290, 7581, 194, 4502, 7608, 521, 593, 645, 6254, 1867, 1990, 1865, 4010]","[1695, 2250, 5447, 2542, 2718, 7625, 2101, 6290, 7581, 194]","[1695, 2542, 3993, 3838, 3541, 5745, 7172, 1865, 3062, 2062, 2250, 4045, 5688, 1974, 1280, 5958, 3188, 3086, 334, 3554]","[1695, 2542, 3993, 3838, 3541, 5745, 7172, 1865, 3062, 2062]","[3993, 1695, 743, 3541, 6290, 6150, 851, 5958, 521, 194, 367, 2101, 1208, 4454, 3084, 7172, 6764, 645, 2813, 5688]","[3993, 1695, 743, 3541, 6290, 6150, 851, 5958, 521, 194]","[6150, 1695, 1865, 5447, 6290, 5312, 4454, 521, 1974, 7172, 593, 334, 315, 3084, 2962, 3451, 6336, 2718, 2801, 6254]","[6150, 1695, 1865, 5447, 6290, 5312, 4454, 521, 1974, 7172]"
новаторские системы в футболе,[7993],1,"[4177, 5532, 2010, 134, 3445, 3070, 8147, 920, 2143, 7464, 4695, 1598, 7727, 4197, 144, 5553, 7993, 5742, 8144, 7764]","[4177, 5532, 2010, 134, 3445, 3070, 8147, 920, 2143, 7464]","[2010, 6677, 7727, 889, 5532, 6092, 5283, 3070, 4177, 2780, 7764, 5124, 3351, 8010, 6438, 984, 5846, 5980, 744, 5742]","[2010, 6677, 7727, 889, 5532, 6092, 5283, 3070, 4177, 2780]","[5532, 2010, 6092, 4042, 5980, 7452, 4177, 7727, 3070, 5073, 3351, 735, 4197, 744, 7837, 6666, 6418, 7723, 1344, 4695]","[5532, 2010, 6092, 4042, 5980, 7452, 4177, 7727, 3070, 5073]","[7764, 5921, 6666, 1864, 3213, 5123, 5124, 8008, 4197, 419, 984, 6125, 3653, 6216, 2672, 1378, 1940, 4042, 4032, 5828]","[7764, 5921, 6666, 1864, 3213, 5123, 5124, 8008, 4197, 419]"
исследования ожирения у детей,[891],1,"[2580, 6337, 5340, 891, 1183, 2888, 1655, 4715, 5168, 2127, 2662, 3409, 4972, 4060, 5495, 1088, 7042, 3975, 3278, 4899]","[2580, 6337, 5340, 891, 1183, 2888, 1655, 4715, 5168, 2127]","[6337, 891, 2580, 2888, 4791, 4641, 5558, 1183, 3792, 5168, 4101, 4715, 4749, 3214, 5637, 399, 5340, 3285, 376, 3975]","[6337, 891, 2580, 2888, 4791, 4641, 5558, 1183, 3792, 5168]","[891, 6337, 2580, 5340, 5558, 6875, 4749, 759, 3285, 4522, 8198, 1254, 5796, 3278, 4060, 4972, 4901, 2888, 625, 660]","[891, 6337, 2580, 5340, 5558, 6875, 4749, 759, 3285, 4522]","[891, 4972, 5558, 6337, 2888, 5340, 5796, 2580, 3996, 376, 1254, 4749, 625, 7635, 5168, 1325, 1183, 8186, 1655, 4060]","[891, 4972, 5558, 6337, 2888, 5340, 5796, 2580, 3996, 376]"
