request,id,n,search_20_none,search_10_none,search_20_rerank,search_10_rerank,search_20_other,search_10_other
количество гаджетов у российских детей,[1212],1,"[2919, 1212, 534, 1113, 3328, 1335, 51, 528, 408, 5637, 5535, 269, 4880, 8102, 6720, 4305, 4236, 2205, 4495, 70]","[2919, 1212, 534, 1113, 3328, 1335, 51, 528, 408, 5637]","[1335, 1212, 269, 1113, 4466, 2517, 43, 3328, 1403, 408, 4175, 534, 554, 712, 3297, 3910, 8102, 2919, 4715, 3973]","[1335, 1212, 269, 1113, 4466, 2517, 43, 3328, 1403, 408]","[1212, 4175, 1335, 2517, 5535, 712, 269, 531, 1113, 6525, 51, 6227, 4770, 3328, 369, 43, 534, 489, 1916, 3341]","[1212, 4175, 1335, 2517, 5535, 712, 269, 531, 1113, 6525]"
геохимия Луны,[3805],1,"[5256, 1924, 7134, 3265, 7099, 5849, 7744, 5632, 3019, 38, 1810, 7828, 128, 651, 699, 5961, 1376, 2989, 1669, 1081]","[5256, 1924, 7134, 3265, 7099, 5849, 7744, 5632, 3019, 38]","[38, 1145, 699, 1924, 71, 1692, 4299, 1958, 7134, 7099, 1174, 6006, 7828, 4331, 128, 4651, 2489, 8242, 57, 60]","[38, 1145, 699, 1924, 71, 1692, 4299, 1958, 7134, 7099]","[1924, 7134, 38, 7099, 6569, 7828, 7744, 6006, 2618, 5256, 6346, 5849, 128, 7963, 3591, 1921, 7296, 1810, 246, 2199]","[1924, 7134, 38, 7099, 6569, 7828, 7744, 6006, 2618, 5256]"
синтез графеновых нанотрубок,[7354],1,"[568, 2515, 3671, 7484, 3885, 7523, 4744, 7354, 3908, 7510, 2822, 4973, 6730, 2917, 1937, 8034, 7801, 2430, 236, 2371]","[568, 2515, 3671, 7484, 3885, 7523, 4744, 7354, 3908, 7510]","[568, 7523, 3885, 7354, 4959, 7626, 5394, 5191, 7795, 3671, 1937, 5583, 2822, 5785, 949, 2675, 5572, 7484, 6730, 2430]","[568, 7523, 3885, 7354, 4959, 7626, 5394, 5191, 7795, 3671]","[568, 7523, 7354, 949, 6730, 4973, 7484, 3885, 3671, 7510, 2822, 4827, 4756, 1937, 2430, 1979, 2371, 7801, 4812, 4959]","[568, 7523, 7354, 949, 6730, 4973, 7484, 3885, 3671, 7510]"
орбитальные периоды в астрономии,[2805],1,"[5877, 5594, 2805, 2177, 1791, 7266, 3392, 7343, 6901, 3216, 243, 3572, 1447, 2733, 3653, 1550, 5094, 1012, 7048, 562]","[5877, 5594, 2805, 2177, 1791, 7266, 3392, 7343, 6901, 3216]","[2805, 5877, 1716, 2597, 3616, 5672, 2627, 134, 306, 6770, 562, 7131, 6901, 7489, 5594, 979, 7425, 6542, 8076, 1550]","[2805, 5877, 1716, 2597, 3616, 5672, 2627, 134, 306, 6770]","[2805, 1716, 3233, 3616, 562, 138, 1692, 7521, 5594, 1285, 8076, 5672, 2996, 7048, 641, 517, 7266, 5434, 7587, 2689]","[2805, 1716, 3233, 3616, 562, 138, 1692, 7521, 5594, 1285]"
влияние нездорового питания на сон,[6176],1,"[1731, 5201, 5237, 6744, 3303, 2561, 6176, 4286, 857, 5733, 660, 8244, 8245, 1709, 1600, 4622, 3877, 4256, 1631, 2127]","[1731, 5201, 5237, 6744, 3303, 2561, 6176, 4286, 857, 5733]","[6744, 4286, 8245, 528, 6176, 4565, 7904, 5237, 6774, 4677, 6554, 4944, 1731, 5417, 1600, 4739, 3953, 6224, 4270, 5201]","[6744, 4286, 8245, 528, 6176, 4565, 7904, 5237, 6774, 4677]","[4286, 8245, 5201, 1731, 6774, 7904, 3004, 528, 5237, 6744, 5733, 6176, 4939, 8244, 4763, 3303, 4944, 2561, 6459, 3877]","[4286, 8245, 5201, 1731, 6774, 7904, 3004, 528, 5237, 6744]"
использование сточных вод в сельском хозяйстве,[1114],1,"[4078, 1114, 3825, 6197, 4786, 4141, 81, 7436, 999, 2019, 587, 6723, 2442, 2090, 4544, 3749, 3585, 3246, 2986, 6749]","[4078, 1114, 3825, 6197, 4786, 4141, 81, 7436, 999, 2019]","[4078, 6197, 1114, 2986, 4786, 7436, 5725, 7478, 1444, 3585, 6097, 3825, 1354, 335, 735, 211, 999, 5036, 8103, 81]","[4078, 6197, 1114, 2986, 4786, 7436, 5725, 7478, 1444, 3585]","[7436, 4078, 4786, 999, 335, 6999, 6197, 1444, 2019, 1415, 211, 6749, 3825, 425, 2986, 7478, 2429, 1114, 2090, 1263]","[7436, 4078, 4786, 999, 335, 6999, 6197, 1444, 2019, 1415]"
недостающее вещество Вселенной,[937],1,"[7740, 3525, 6110, 7296, 7358, 937, 1488, 3855, 1706, 7828, 2324, 2681, 55, 2540, 6956, 1376, 3787, 8115, 7434, 6693]","[7740, 3525, 6110, 7296, 7358, 937, 1488, 3855, 1706, 7828]","[6956, 937, 2697, 6110, 1488, 5052, 317, 1620, 7434, 1648, 7287, 6609, 724, 3474, 344, 3855, 1976, 6770, 843, 8089]","[6956, 937, 2697, 6110, 1488, 5052, 317, 1620, 7434, 1648]","[6956, 2540, 3474, 8089, 937, 3787, 1648, 3925, 4451, 6609, 7504, 2697, 7138, 1755, 7287, 4957, 1488, 3101, 6110, 1620]","[6956, 2540, 3474, 8089, 937, 3787, 1648, 3925, 4451, 6609]"
достижения в обнаружении гравитационных волн,[2740],1,"[1935, 3498, 3521, 2740, 586, 831, 680, 1836, 3716, 4352, 1437, 4838, 6323, 1703, 6557, 6156, 3369, 8251, 4700, 5776]","[1935, 3498, 3521, 2740, 586, 831, 680, 1836, 3716, 4352]","[1935, 2740, 3521, 4352, 680, 3498, 363, 831, 4451, 6323, 1437, 2004, 5514, 756, 586, 7489, 2896, 6396, 4314, 5952]","[1935, 2740, 3521, 4352, 680, 3498, 363, 831, 4451, 6323]","[680, 2740, 1935, 2004, 1437, 831, 363, 2896, 7599, 1836, 4021, 3498, 3283, 3, 540, 6557, 2808, 5514, 182, 5067]","[680, 2740, 1935, 2004, 1437, 831, 363, 2896, 7599, 1836]"
асфальтобетон,"[2032, 3028, 3419, 4413, 5826, 5939, 7202]",7,"[4413, 7619, 5939, 8078, 3419, 3028, 8056, 6733, 4798, 601, 7341, 6666, 3456, 7149, 5950, 7863, 6210, 6360, 405, 6834]","[4413, 7619, 5939, 8078, 3419, 3028, 8056, 6733, 4798, 601]","[8078, 4413, 7619, 5939, 3493, 6733, 7149, 3028, 6834, 3419, 7702, 8149, 601, 2185, 7341, 1502, 7202, 3456, 4918, 1563]","[8078, 4413, 7619, 5939, 3493, 6733, 7149, 3028, 6834, 3419]","[8078, 4413, 3493, 3419, 6733, 7619, 7702, 6834, 5939, 601, 3028, 8056, 5101, 2633, 8149, 4182, 2185, 7341, 3456, 4321]","[8078, 4413, 3493, 3419, 6733, 7619, 7702, 6834, 5939, 601]"
исследования стоячих волн,[7223],1,"[1935, 2740, 1696, 3716, 5230, 1635, 1851, 2048, 6169, 3521, 3498, 2893, 7223, 4661, 2693, 7239, 1748, 7489, 3628, 4186]","[1935, 2740, 1696, 3716, 5230, 1635, 1851, 2048, 6169, 3521]","[5230, 4661, 1635, 680, 2740, 3521, 4186, 7263, 5952, 6366, 28, 756, 4021, 2048, 1808, 700, 3716, 7223, 586, 329]","[5230, 4661, 1635, 680, 2740, 3521, 4186, 7263, 5952, 6366]","[7670, 1836, 329, 4638, 5230, 860, 2693, 2048, 756, 1851, 831, 1635, 2173, 2089, 4756, 6366, 8096, 680, 6861, 6601]","[7670, 1836, 329, 4638, 5230, 860, 2693, 2048, 756, 1851]"
газы,"[112, 1665, 2211, 2923, 3078, 3548, 7780]",7,"[7434, 7152, 7504, 4334, 5202, 5124, 8115, 4373, 6051, 892, 3751, 1582, 8148, 7402, 1520, 3497, 6609, 5066, 1461, 6770]","[7434, 7152, 7504, 4334, 5202, 5124, 8115, 4373, 6051, 892]","[7332, 7434, 3162, 3497, 8148, 3760, 948, 6770, 3456, 5231, 2180, 4373, 5363, 4033, 892, 8271, 7504, 2949, 3627, 642]","[7332, 7434, 3162, 3497, 8148, 3760, 948, 6770, 3456, 5231]","[3760, 4373, 7332, 3162, 5231, 7433, 4033, 2180, 4334, 1351, 2949, 8115, 296, 4692, 2152, 5727, 7434, 6596, 4700, 3822]","[3760, 4373, 7332, 3162, 5231, 7433, 4033, 2180, 4334, 1351]"
исследования мозга во сне,[6130],1,"[6169, 5137, 3783, 5780, 1796, 1931, 2384, 7829, 1496, 3161, 3348, 2464, 2382, 3137, 5976, 6297, 6080, 7769, 7322, 6130]","[6169, 5137, 3783, 5780, 1796, 1931, 2384, 7829, 1496, 3161]","[7829, 5137, 1931, 3783, 3092, 3137, 7322, 7696, 2384, 7675, 516, 3348, 3161, 8245, 5007, 169, 1982, 5212, 214, 6519]","[7829, 5137, 1931, 3783, 3092, 3137, 7322, 7696, 2384, 7675]","[1730, 3348, 1931, 8239, 3220, 7675, 5212, 1317, 7841, 5689, 1496, 6736, 6549, 7829, 6169, 5252, 6297, 7322, 169, 8167]","[1730, 3348, 1931, 8239, 3220, 7675, 5212, 1317, 7841, 5689]"
статьи с использованием многомерного статистического анализа,[2664],1,"[2664, 730, 6846, 5986, 171, 1360, 1841, 6134, 4600, 1254, 7003, 1549, 7351, 5353, 7152, 1699, 5425, 543, 963, 5480]","[2664, 730, 6846, 5986, 171, 1360, 1841, 6134, 4600, 1254]","[2664, 4811, 730, 1841, 1079, 2812, 171, 2362, 8147, 5064, 6607, 6845, 4492, 2600, 7177, 6684, 920, 6621, 7351, 6439]","[2664, 4811, 730, 1841, 1079, 2812, 171, 2362, 8147, 5064]","[2664, 2362, 1970, 1841, 4160, 730, 2623, 4811, 1742, 2427, 5422, 6607, 3320, 3461, 1079, 277, 7853, 920, 5986, 1814]","[2664, 2362, 1970, 1841, 4160, 730, 2623, 4811, 1742, 2427]"
отключение межпланетных аппаратов,[758],1,"[758, 1052, 1829, 4254, 125, 2635, 4547, 7010, 8208, 7045, 992, 923, 5434, 3069, 6106, 7390, 2874, 937, 2701, 1024]","[758, 1052, 1829, 4254, 125, 2635, 4547, 7010, 8208, 7045]","[758, 1011, 4607, 992, 7271, 1024, 7383, 5434, 5141, 1774, 7282, 5660, 1829, 284, 1052, 7269, 3559, 7560, 7902, 3293]","[758, 1011, 4607, 992, 7271, 1024, 7383, 5434, 5141, 1774]","[7849, 7902, 4607, 2874, 5660, 102, 7282, 758, 7045, 7269, 7560, 238, 8208, 3167, 7010, 1011, 5942, 346, 1829, 4513]","[7849, 7902, 4607, 2874, 5660, 102, 7282, 758, 7045, 7269]"
достижения в области виртуальной реальности,[1425],1,"[6345, 4929, 5004, 6048, 230, 3649, 893, 5830, 2672, 5844, 3014, 313, 835, 6134, 2215, 6747, 76, 3197, 3370, 4965]","[6345, 4929, 5004, 6048, 230, 3649, 893, 5830, 2672, 5844]","[6345, 5004, 2672, 6048, 1873, 1425, 2215, 230, 5830, 7150, 893, 2237, 2918, 4139, 3649, 5908, 5844, 4302, 2151, 4929]","[6345, 5004, 2672, 6048, 1873, 1425, 2215, 230, 5830, 7150]","[6345, 2215, 7316, 5004, 1425, 4302, 76, 7855, 1873, 7363, 7354, 5830, 1738, 893, 230, 3649, 56, 2151, 7333, 3371]","[6345, 2215, 7316, 5004, 1425, 4302, 76, 7855, 1873, 7363]"
аномальное потепление в Арктике,[2772],1,"[2797, 2772, 6167, 3858, 8037, 1272, 4587, 3294, 2880, 7472, 6536, 3780, 3011, 5455, 637, 3470, 7421, 658, 7773, 2796]","[2797, 2772, 6167, 3858, 8037, 1272, 4587, 3294, 2880, 7472]","[3018, 8037, 2772, 3294, 3858, 637, 2796, 5455, 2797, 3754, 5373, 1272, 5119, 2585, 7421, 4873, 4200, 6722, 3444, 2880]","[3018, 8037, 2772, 3294, 3858, 637, 2796, 5455, 2797, 3754]","[8037, 4587, 2772, 3780, 3294, 1835, 6167, 7773, 7679, 3971, 637, 7223, 3018, 2015, 1455, 4665, 2880, 3011, 3858, 6016]","[8037, 4587, 2772, 3780, 3294, 1835, 6167, 7773, 7679, 3971]"
функции мозга в пространственной ориентации,[1857],1,"[3826, 1857, 7174, 2091, 8239, 7559, 8002, 1656, 6044, 650, 234, 5652, 214, 320, 7769, 4612, 6297, 886, 3991, 7249]","[3826, 1857, 7174, 2091, 8239, 7559, 8002, 1656, 6044, 650]","[1857, 3826, 7174, 3272, 1322, 234, 4612, 3835, 7188, 6186, 1356, 650, 2091, 7841, 5007, 6169, 6044, 3203, 3125, 6032]","[1857, 3826, 7174, 3272, 1322, 234, 4612, 3835, 7188, 6186]","[1857, 6736, 3826, 7174, 8167, 5093, 3835, 3423, 6297, 1020, 3783, 1656, 8002, 3272, 7769, 2541, 4079, 5595, 886, 490]","[1857, 6736, 3826, 7174, 8167, 5093, 3835, 3423, 6297, 1020]"
ролики в социальных сетях,[472],1,"[6479, 3730, 6538, 1093, 3098, 19, 189, 1113, 4023, 6891, 980, 2037, 971, 7888, 88, 4243, 5327, 987, 4472, 5197]","[6479, 3730, 6538, 1093, 3098, 19, 189, 1113, 4023, 6891]","[1673, 189, 980, 6479, 5197, 1395, 1093, 6891, 7210, 88, 3199, 4023, 4243, 1747, 656, 3730, 3288, 5990, 4204, 7645]","[1673, 189, 980, 6479, 5197, 1395, 1093, 6891, 7210, 88]","[980, 5197, 1882, 189, 4023, 7645, 4956, 3288, 3730, 2037, 6345, 1395, 4204, 6891, 6917, 241, 3098, 19, 2200, 6479]","[980, 5197, 1882, 189, 4023, 7645, 4956, 3288, 3730, 2037]"
археологические находки в джунглях,[7701],1,"[3134, 5153, 4390, 5105, 225, 3033, 808, 5690, 7833, 1225, 8081, 5531, 201, 1042, 8130, 5476, 6380, 4517, 6056, 3120]","[3134, 5153, 4390, 5105, 225, 3033, 808, 5690, 7833, 1225]","[3945, 5690, 7722, 4050, 201, 4992, 4159, 1749, 7319, 7405, 6440, 8025, 7869, 7878, 8162, 386, 5614, 7024, 808, 2045]","[3945, 5690, 7722, 4050, 201, 4992, 4159, 1749, 7319, 7405]","[7878, 2365, 4441, 4159, 4981, 7684, 5476, 3120, 5392, 1225, 5181, 201, 8162, 5121, 7319, 4282, 7871, 3945, 4154, 5153]","[7878, 2365, 4441, 4159, 4981, 7684, 5476, 3120, 5392, 1225]"
оптимальное количество органов чувств,[293],1,"[293, 1356, 234, 4297, 3412, 7841, 7714, 7213, 8002, 1848, 1990, 8239, 377, 3880, 2091, 2518, 5780, 1388, 3554, 5226]","[293, 1356, 234, 4297, 3412, 7841, 7714, 7213, 8002, 1848]","[293, 4883, 8002, 7215, 234, 3993, 7154, 543, 4479, 554, 6044, 2496, 4370, 6205, 1827, 5226, 2878, 4079, 886, 5937]","[293, 4883, 8002, 7215, 234, 3993, 7154, 543, 4479, 554]","[293, 2542, 2411, 3412, 4609, 5937, 7213, 4279, 961, 234, 6032, 1388, 1848, 3100, 593, 4297, 5780, 2688, 6075, 2496]","[293, 2542, 2411, 3412, 4609, 5937, 7213, 4279, 961, 234]"
мыши с человеческим иммунитетом,[3390],1,"[3390, 6021, 3706, 2708, 6575, 7525, 7176, 7084, 5248, 2702, 1533, 3048, 4707, 6423, 7055, 7691, 3281, 4037, 6964, 4627]","[3390, 6021, 3706, 2708, 6575, 7525, 7176, 7084, 5248, 2702]","[3390, 6964, 4887, 7691, 1830, 6184, 5176, 2946, 2708, 410, 7065, 6909, 7364, 7829, 6021, 5821, 7176, 931, 3706, 8166]","[3390, 6964, 4887, 7691, 1830, 6184, 5176, 2946, 2708, 410]","[3390, 5176, 2708, 4887, 6133, 6964, 7691, 8101, 1140, 410, 7055, 1830, 931, 7364, 5248, 3706, 3968, 2715, 1546, 5236]","[3390, 5176, 2708, 4887, 6133, 6964, 7691, 8101, 1140, 410]"
проект «Психея»,[5245],1,"[5245, 1328, 5263, 2151, 4798, 404, 7240, 6938, 1425, 242, 1099, 144, 6694, 5695, 3276, 2794, 5793, 6038, 1254, 4883]","[5245, 1328, 5263, 2151, 4798, 404, 7240, 6938, 1425, 242]","[5245, 1452, 6985, 8021, 6138, 5263, 7396, 5090, 1364, 5832, 1134, 1700, 1328, 2509, 3276, 1598, 1811, 5866, 1258, 3347]","[5245, 1452, 6985, 8021, 6138, 5263, 7396, 5090, 1364, 5832]","[5245, 1811, 6985, 1452, 5263, 6694, 2623, 4541, 2156, 2427, 2794, 4960, 5793, 5090, 3009, 3652, 6169, 3905, 4236, 6138]","[5245, 1811, 6985, 1452, 5263, 6694, 2623, 4541, 2156, 2427]"
влияние родителей на развитие речи ребенка,[3991],1,"[3991, 4199, 2919, 3910, 7862, 4316, 2865, 8086, 650, 4592, 4127, 4391, 6473, 278, 5529, 1839, 2127, 4160, 7639, 7559]","[3991, 4199, 2919, 3910, 7862, 4316, 2865, 8086, 650, 4592]","[3991, 2919, 8086, 7838, 2865, 4199, 7862, 4391, 4316, 2506, 4592, 4193, 5529, 7796, 101, 2856, 4127, 6832, 480, 5043]","[3991, 2919, 8086, 7838, 2865, 4199, 7862, 4391, 4316, 2506]","[101, 3991, 4127, 2865, 7862, 480, 5995, 2919, 5043, 4364, 7838, 2127, 8086, 3473, 2518, 2060, 4193, 4199, 3920, 7796]","[101, 3991, 4127, 2865, 7862, 480, 5995, 2919, 5043, 4364]"
влияние отцовства на мозг мужчин,[8086],1,"[5399, 8086, 5238, 4797, 5466, 3110, 3686, 5652, 4609, 2856, 5517, 2629, 886, 4346, 5630, 1208, 3416, 1800, 3478, 2992]","[5399, 8086, 5238, 4797, 5466, 3110, 3686, 5652, 4609, 2856]","[8086, 3686, 5399, 5466, 5947, 4826, 5652, 3110, 5032, 3991, 4346, 4117, 4212, 2902, 7476, 186, 1777, 8239, 1982, 6580]","[8086, 3686, 5399, 5466, 5947, 4826, 5652, 3110, 5032, 3991]","[4346, 8086, 3991, 5652, 480, 5032, 4117, 101, 4749, 4479, 3416, 5122, 186, 5755, 5517, 886, 5043, 5238, 5399, 4212]","[4346, 8086, 3991, 5652, 480, 5032, 4117, 101, 4749, 4479]"
космические аппараты на Луне,[1685],1,"[4005, 3655, 630, 6346, 1765, 1668, 2073, 4666, 5730, 4672, 5632, 1052, 4597, 4299, 7929, 4138, 255, 2973, 7271, 2665]","[4005, 3655, 630, 6346, 1765, 1668, 2073, 4666, 5730, 4672]","[4005, 2073, 2665, 4666, 4597, 1765, 3655, 7271, 4132, 4366, 4463, 1668, 6777, 5730, 630, 2318, 4672, 1373, 483, 66]","[4005, 2073, 2665, 4666, 4597, 1765, 3655, 7271, 4132, 4366]","[7929, 3720, 5730, 7271, 2073, 6777, 4463, 3655, 4005, 4597, 66, 4672, 2131, 3415, 1765, 2318, 1373, 3815, 3464, 4366]","[7929, 3720, 5730, 7271, 2073, 6777, 4463, 3655, 4005, 4597]"
малоизученные болезни в России,[703],1,"[4896, 703, 6854, 5907, 6626, 3567, 5542, 3607, 2117, 5388, 4027, 3641, 2547, 6307, 421, 6987, 595, 7292, 7775, 4474]","[4896, 703, 6854, 5907, 6626, 3567, 5542, 3607, 2117, 5388]","[616, 703, 6626, 4896, 595, 3658, 6503, 4688, 4134, 2117, 3031, 7050, 5899, 4027, 747, 1641, 7558, 4398, 4816, 592]","[616, 703, 6626, 4896, 595, 3658, 6503, 4688, 4134, 2117]","[703, 616, 4896, 4027, 6626, 6307, 747, 5899, 6503, 3567, 7928, 628, 252, 4688, 595, 1014, 2117, 722, 4398, 2352]","[703, 616, 4896, 4027, 6626, 6307, 747, 5899, 6503, 3567]"
влияние видеоигр на одиночество,[461],1,"[461, 3222, 6121, 5106, 3105, 3309, 4576, 4203, 3176, 2385, 593, 3350, 3172, 4020, 4717, 19, 3328, 3135, 2436, 5362]","[461, 3222, 6121, 5106, 3105, 3309, 4576, 4203, 3176, 2385]","[4203, 3105, 4576, 7926, 3730, 528, 6121, 461, 3222, 2037, 3711, 1606, 4020, 3309, 5004, 6714, 4929, 3350, 7772, 603]","[4203, 3105, 4576, 7926, 3730, 528, 6121, 461, 3222, 2037]","[3309, 461, 4203, 528, 2436, 3222, 4434, 2037, 1882, 3098, 3730, 4576, 2200, 1337, 3574, 8239, 3105, 408, 6121, 7769]","[3309, 461, 4203, 528, 2436, 3222, 4434, 2037, 1882, 3098]"
Испания,"[1086, 1221, 3237, 3393, 6900, 6970, 7367, 7624, 8267]",9,"[1221, 1058, 5239, 1086, 7634, 4304, 7470, 7613, 5654, 3089, 6900, 8234, 7624, 7367, 7530, 3237, 7078, 7189, 2278, 7520]","[1221, 1058, 5239, 1086, 7634, 4304, 7470, 7613, 5654, 3089]","[7470, 1058, 7645, 5551, 2278, 7520, 3237, 1086, 7634, 5239, 220, 3781, 7624, 1897, 7540, 5880, 2682, 7078, 4304, 8234]","[7470, 1058, 7645, 5551, 2278, 7520, 3237, 1086, 7634, 5239]","[1058, 5239, 3237, 7540, 6900, 5551, 7470, 6970, 7520, 5880, 6751, 7634, 6067, 6813, 5529, 4304, 4681, 2278, 1897, 220]","[1058, 5239, 3237, 7540, 6900, 5551, 7470, 6970, 7520, 5880]"
происхождение азота на Земле,[4921],1,"[6332, 7358, 1924, 4397, 4921, 7955, 827, 6654, 1793, 6629, 6322, 1874, 843, 6329, 3499, 1434, 1648, 2757, 7287, 2768]","[6332, 7358, 1924, 4397, 4921, 7955, 827, 6654, 1793, 6629]","[827, 6629, 5175, 3154, 6332, 7434, 2784, 4921, 904, 1874, 3497, 7427, 7770, 7287, 344, 843, 1434, 7358, 6688, 1648]","[827, 6629, 5175, 3154, 6332, 7434, 2784, 4921, 904, 1874]","[6332, 7358, 4397, 2757, 7287, 1329, 5414, 4419, 5231, 4537, 7982, 7728, 3248, 1924, 7536, 8180, 7770, 6629, 7138, 3499]","[6332, 7358, 4397, 2757, 7287, 1329, 5414, 4419, 5231, 4537]"
исследования в,[6232],1,"[6169, 1841, 2009, 2715, 7200, 2544, 1236, 826, 847, 348, 7612, 2611, 6549, 8044, 5353, 2024, 2740, 1867, 7670, 6032]","[6169, 1841, 2009, 2715, 7200, 2544, 1236, 826, 847, 348]","[1841, 6032, 3910, 1236, 177, 5986, 453, 933, 1506, 2509, 1813, 7084, 2300, 4444, 2024, 7769, 6080, 7820, 1138, 7559]","[1841, 6032, 3910, 1236, 177, 5986, 453, 933, 1506, 2509]","[5353, 1534, 5986, 1138, 2300, 5900, 2740, 7769, 5200, 1858, 3348, 2024, 6032, 7084, 518, 177, 6339, 558, 5585, 1933]","[5353, 1534, 5986, 1138, 2300, 5900, 2740, 7769, 5200, 1858]"
достижения в точечной доставке лекарств,[3516],1,"[3516, 4588, 7713, 2148, 7655, 453, 1694, 4414, 2194, 2323, 7217, 3994, 5468, 7940, 3163, 3025, 1644, 1090, 473, 5680]","[3516, 4588, 7713, 2148, 7655, 453, 1694, 4414, 2194, 2323]","[7655, 8062, 7298, 453, 6799, 7122, 1316, 4795, 4588, 6617, 7789, 7713, 7620, 473, 6870, 7940, 3476, 1251, 7354, 6631]","[7655, 8062, 7298, 453, 6799, 7122, 1316, 4795, 4588, 6617]","[7789, 6617, 3662, 1282, 1534, 3570, 8062, 2323, 473, 1644, 453, 7753, 4824, 2417, 7713, 4795, 1050, 2423, 7655, 7354]","[7789, 6617, 3662, 1282, 1534, 3570, 8062, 2323, 473, 1644]"
столкновение черных дыр,[7121],1,"[2701, 13, 7121, 2004, 680, 6557, 1901, 7425, 3664, 5189, 8205, 649, 3243, 6954, 7112, 615, 936, 1036, 3479, 570]","[2701, 13, 7121, 2004, 680, 6557, 1901, 7425, 3664, 5189]","[2004, 13, 2882, 831, 680, 8205, 4084, 615, 649, 7743, 2965, 1901, 7425, 2701, 7593, 4008, 4598, 7800, 7592, 3664]","[2004, 13, 2882, 831, 680, 8205, 4084, 615, 649, 7743]","[6058, 13, 680, 615, 831, 4309, 3479, 7121, 936, 2004, 3243, 4330, 2701, 3664, 7811, 7425, 517, 1901, 2882, 8205]","[6058, 13, 680, 615, 831, 4309, 3479, 7121, 936, 2004]"
научные достижения в области парфюмерии,[5561],1,"[1500, 4581, 5561, 1933, 3070, 6138, 6097, 2819, 5964, 4846, 6845, 7081, 159, 31, 6039, 1394, 5641, 7905, 2142, 392]","[1500, 4581, 5561, 1933, 3070, 6138, 6097, 2819, 5964, 4846]","[1500, 5702, 3267, 3524, 392, 6845, 7989, 1933, 1394, 2755, 2759, 5561, 7903, 159, 5924, 2182, 600, 2603, 166, 3389]","[1500, 5702, 3267, 3524, 392, 6845, 7989, 1933, 1394, 2755]","[5561, 392, 1500, 144, 2819, 3643, 7899, 1665, 5641, 1677, 5725, 5440, 1394, 1296, 1933, 600, 5780, 7989, 1279, 3389]","[5561, 392, 1500, 144, 2819, 3643, 7899, 1665, 5641, 1677]"
млекопитающее,"[3449, 5018, 5386]",3,"[604, 7946, 1454, 4241, 6263, 5891, 8117, 267, 7064, 5676, 3261, 6980, 6581, 8023, 7497, 5482, 5721, 1281, 5295, 7295]","[604, 7946, 1454, 4241, 6263, 5891, 8117, 267, 7064, 5676]","[7946, 750, 3261, 8023, 7295, 5386, 7064, 1281, 7891, 494, 7509, 6980, 1454, 7656, 6042, 7347, 6783, 8040, 4678, 136]","[7946, 750, 3261, 8023, 7295, 5386, 7064, 1281, 7891, 494]","[8023, 1281, 7946, 5662, 750, 3261, 7262, 6263, 4627, 4241, 5721, 604, 8117, 1454, 6581, 7165, 7295, 6835, 7064, 6783]","[8023, 1281, 7946, 5662, 750, 3261, 7262, 6263, 4627, 4241]"
влияние следовых аминов на кишечник,[2023],1,"[4768, 3976, 2023, 1549, 8186, 5728, 7799, 8013, 3948, 7375, 3507, 2096, 6695, 4069, 2739, 5238, 5609, 5459, 1259, 4245]","[4768, 3976, 2023, 1549, 8186, 5728, 7799, 8013, 3948, 7375]","[2023, 4768, 6452, 5618, 1259, 6311, 4119, 6415, 8190, 731, 7799, 6695, 98, 3976, 7476, 5657, 266, 2722, 1878, 7623]","[2023, 4768, 6452, 5618, 1259, 6311, 4119, 6415, 8190, 731]","[2023, 1934, 4768, 209, 4119, 6311, 1878, 6357, 2722, 7280, 1726, 6664, 1259, 7047, 3976, 109, 266, 4901, 3353, 1575]","[2023, 1934, 4768, 209, 4119, 6311, 1878, 6357, 2722, 7280]"
новости в области биотехнологий,[6778],1,"[3695, 166, 1998, 1987, 4356, 1735, 6594, 6826, 1047, 7124, 4414, 6134, 7589, 4794, 1756, 5176, 5445, 7983, 7699, 5747]","[3695, 166, 1998, 1987, 4356, 1735, 6594, 6826, 1047, 7124]","[5747, 2085, 5754, 474, 6517, 7983, 5774, 2761, 5900, 6858, 7924, 541, 5714, 6635, 8144, 3695, 1933, 7066, 7412, 6062]","[5747, 2085, 5754, 474, 6517, 7983, 5774, 2761, 5900, 6858]","[1942, 3695, 1251, 4934, 8144, 6927, 4824, 6369, 5774, 1933, 3164, 1534, 1977, 2194, 6003, 291, 2143, 7073, 6826, 1735]","[1942, 3695, 1251, 4934, 8144, 6927, 4824, 6369, 5774, 1933]"
археологические находки в России,[1396],1,"[1042, 350, 133, 613, 2045, 131, 930, 1257, 5249, 1465, 8193, 6119, 4277, 5160, 225, 5690, 4781, 6795, 3331, 7519]","[1042, 350, 133, 613, 2045, 131, 930, 1257, 5249, 1465]","[4962, 1754, 1042, 1465, 8162, 2470, 7668, 131, 2045, 7513, 6219, 3133, 7538, 3331, 8193, 386, 3230, 350, 7722, 5974]","[4962, 1754, 1042, 1465, 8162, 2470, 7668, 131, 2045, 7513]","[8193, 1754, 4962, 1042, 1465, 1022, 131, 6624, 930, 3230, 163, 7826, 133, 1257, 6119, 350, 2045, 2470, 613, 6758]","[8193, 1754, 4962, 1042, 1465, 1022, 131, 6624, 930, 3230]"
